Product_Name,Main_Category,Sub_Category,Discounted_Price,Actual_Price,Discount_Percentage,Savings_Amount,Rating,Rating_Count,Price_Range,Rating_Category,Discount_Category,Review_Volume,User_Name,Review_Title
"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",Computers&Accessories,Lapdesks,549.0,1999.0,73,1450.0,3.6,6422.0,₹500-1000,Good (3.5-4.0),High (50-75%),High (1K-10K),"Swapnil,Kunalb,SATISH MALVIYA,Manisha soni,Bishwapriyo Sarkar,Ravinder,Durai Vignesh,Placeholder","No any specific,Ok, in this price !,Write karte samay vibrate hota hai,Good but little hard to use on bed because of curvy edge,Poorly designed product,All over good product,Poor Stability,Good"
"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",Computers&Accessories,Lamps,89.0,99.0,10,10.0,4.2,241.0,Under ₹500,Very Good (4.0-4.5),Low (0-25%),Medium (100-1K),"ABHISHEK SAXENA,C.M. Dhananjayan,Yash,AMIT KUMAR SINGH,Aashiq,Amazon Customer,shivendra sheel kulshrestha,Sushila Doshi","Good & attractive,Very versatile,Good,Good Product....,Good night light at 5Volt.,Pretty good product,Good,Nice bt it should be in direct plug not in usb"
"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,USBCables,970.0,1999.0,51,1029.0,4.4,184.0,₹500-1000,Very Good (4.0-4.5),High (50-75%),Medium (100-1K),"Amazon Customer,Govind Gujarathi,Vihari,shalem,Tejas,RADHA krishanan,Vasudeva Govindraju,Amazon Customer","Very good product.,Using as a spare cable in car,Sturdy, Durable, Fast Charging!,Good brand,It’s like original apple cable,One of the best wire ..,Super well build. Quality product worth the money,Good product"
Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),Electronics,In-Ear,1299.0,2999.0,57,1700.0,3.8,14629.0,₹1000-2500,Good (3.5-4.0),High (50-75%),Very High (10K+),"Karthik,akshay,Prosper Paul,Raksha Ghutke,shallu,Shashank Tirkey,Ajit Roy,ÁJíth","[Updated] decent tws for under 1k,Sound clarity.,Good Product,Buds are very good Quality.,Nothing,Budget Friendly,Amazing sound,Good product..."
"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",Computers&Accessories,MousePads,230.0,999.0,77,769.0,4.2,1528.0,Under ₹500,Very Good (4.0-4.5),Very High (75%+),High (1K-10K),"shree,Sandeep Reddy,Raj,Rhythm S.,Raj Chavan,Gaurav saxena,Saurabh Kulkarni,Maximus Davis","Worth the proce,Can't complain for the price,Good product,An Affordable Mouse Pad,Office only,Badiya,Worth it just for the cost to quality ratio.,Good.. But could've been excellent."
"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green",Electronics,Cases,119.0,499.0,76,380.0,4.3,15032.0,Under ₹500,Very Good (4.0-4.5),Very High (75%+),Very High (10K+),"shiv pratap singh,charls abraham,Vagisha Sharma,Ronit,Alphonex,Prasad Bhat,Rudradatt Jhala,Subrajit Saha","Good quality,Good quality product,Must Go For It 🥰,Great case to carry charger or manage cabled products,Good,Rugged, compact. Would have been better with a loop to hold.,best for your earphones,Good"
"SanDisk Ultra SDHC UHS-I Card 32GB 120MB/s R for DSLR Cameras, for Full HD Recording, 10Y Warranty",Electronics,SecureDigitalCards,449.0,800.0,44,351.0,4.4,69585.0,Under ₹500,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Bikki Chowdhury,m̶a̶n̶n̶u̶ m̶e̶h̶t̶a̶,Well person,Sourav2348,Nagaraj Veluswamy,Nand,BKBasu,Sandeep Kumar","Good Product But Spped Upto 30mbps,Nice,Regarding Card,Excellent SDCARD,Good,Fake product,Good,working fine read/write speed is good"
"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",Electronics,SelfieLights,1699.0,3495.0,51,1796.0,4.1,14371.0,₹1000-2500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"Surendra,Mahalingam,Anindita Rout,Priyanka,Nikhil Roshan,Nikita,Dilli Babu,Jyotsna Mishra","Worst Quality Stand,Very productive product and value for money.,Good,It is functioning good,Product is good but RGB is of no use - RECOMMENDED FOR WHITE LIGHT,Nice,Worth for money,Good product for it's price range"
"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",OfficeProducts,CompositionNotebooks,561.0,720.0,22,159.0,4.4,3182.0,₹500-1000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"MOHD NASIM,Shab,Aniket Dhuri,Aryan Gupta,Archana,Ketul,Dr. Ramya Sampath,roshni kewat","Good 👍,Product is Good,VALUE FOR MONEY,Worth it,Notebook is good and paking in very bad,Very nice book and good packaging,Nice set of 12 Lovely 😍 Books 📚,The books are beautiful"
"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",Computers&Accessories,Mice,289.0,590.0,51,301.0,4.4,25886.0,Under ₹500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"Harsha,TUSHAR BANSAL,Harmanpreet Singh Punj,Tushar garg,SD,nikhil chaudhari,Lakshmi S,saikat","worth buying this mouse!,Good,Traditional mouse that does the job,nice,GOOD PRODUCT AND GOOD QUALITY,Worth the price money and amazing built quality,Compact mouse,super comfortable"
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",Computers&Accessories,NotebookComputerStands,599.0,1999.0,70,1400.0,4.4,4736.0,₹500-1000,Very Good (4.0-4.5),High (50-75%),High (1K-10K),"Sharon Murmoo,Kuldeep Sadhu,Harshavardhan B Bhojakar,Jayakrishnan U,Aparna,VT,NAUTICAL,SAGAR","Price wise the best in Category,Laptop is not sitting properly on the stand.,Product Quality,A good product.,Awesome product,Not that good for heavy 17 inches laptops,Good product can be better,Value for money and compact"
"Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",Computers&Accessories,ExternalHardDisks,5599.0,7350.0,24,1751.0,4.4,73005.0,Above ₹5000,Very Good (4.0-4.5),Low (0-25%),Very High (10K+),"Dr. Mujtaba Ashraf,Gurukiran Maratha,Abhishek More,Neeraj Vishwakarma,Azarudeen,Kishan Patel,moulesh,Jamesbond","Good enough for now.. Could be better..,Amzon better then Flipcart & Others,Compact and Reliable 2TB External HDD: A Must-Have for Storing and Backing Up Your Data,💝👍One of the best available mechanical external hard disks,Nice,Woth Money,Good product,Heating problem"
"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",Computers&Accessories,Webcams,1990.0,2595.0,23,605.0,4.3,20398.0,₹1000-2500,Very Good (4.0-4.5),Low (0-25%),Very High (10K+),"Ariz Siddique,RAMKESH SHARMA,Mang singh,Vijay Gharpure,Manish Singh Chouhan,Rohan chavan,Abhay Satyarthi,Jayakrishna Shenoy","Amazing Product!,Good product at in this range.,Thik thak photo aa jata hai.,Good product,Review,Nice hd webcam,Not all of Logitech's products are excellent.,Decent buy for the price."
Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),Computers&Accessories,USBHubs,499.0,799.0,38,300.0,4.3,2125.0,Under ₹500,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Aniket Raj,SA,Anonymous,Gaurav,Amit Agarwal,RM,SUNIL A.,Chittaranjan Padave","Nice product,It works!,Indoor device, not for field use!,Does the job,Value for money product.,Good product,Till now...Using since 7 days..It's good,Useful USB multiplier"
"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,LaptopSleeves&Slipcases,449.0,999.0,55,550.0,4.3,11330.0,Under ₹500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"Kalpesh Panchal,Raviranjan Kumar,karthik chokkalingam,Maryam,Amazon Customer,Ameya,SOLANKI LAKHMANBHAI NAJABHAI,Pinaki","Decent Prodyuct,Normal,Good product,Great product,Good product,perfect,Built quality of product is excellent,Excellent"
Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),Computers&Accessories,CoolingPads,999.0,1999.0,50,1000.0,4.2,27441.0,₹500-1000,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Abraham M.,Varun,Sandeep J,B HYNDAVI,Charan Teja,Bhuvanesh Sekar,Jubin kakati,Placeholder","Good for cooling,Not good for gaming,quality n performance,Good product,Nice performance,ABOVE AVERAGE,Good at this price (999),Works fine"
"Gizga Essentials Webcam Cover, Privacy Protector Webcam Cover Slide, Compatible with Laptop, Desktop, PC, Smartphone, Protect Your Privacy and Security, Strong Adhesive, Set of 3, Black",Computers&Accessories,CameraPrivacyCovers,69.0,299.0,77,230.0,4.3,255.0,Under ₹500,Very Good (4.0-4.5),Very High (75%+),Medium (100-1K),"Jrs,Jayakrishna Shenoy,SNR,ank_bangalore,GSN,Debabrata Das,Shubham sable,Durgesh Rathore","Good,Decent purchase,Awesome product,Worth,Does exactly what it meant to do !!!,Good product,Good,Worth buying"
HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold),Computers&Accessories,Mice,899.0,1499.0,40,600.0,4.2,23174.0,₹500-1000,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Ayan Chakraborty,Amazon Customer,DeepSea,Rahul Raj,Nitin Swarup,Arun Kumar Nayak,Khan Saab!,Amazon Customer","Could be better.,Nice for office use,Good,Nice but little small,Nice mouse for office work not for gaming.,Good,Performance i good...,sleek n smooth"
MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),MusicalInstruments,Condenser,478.0,699.0,32,221.0,3.8,20218.0,Under ₹500,Good (3.5-4.0),Medium (25-50%),Very High (10K+),"ˢᴰ82ˢᶜ ✔️,Manish Rautela,Sai kiran,Dinesh S,Uttam,Shahrukh,ADITYA UBARHANDE,Deepak Kanwaliya","loud & clear,Avrage in budget range,Best for beginners,Good for price,Very nice mic in this price range,In budget,Product Good, Packaging damaged.,Gzzzbbbbb mic 🎤"
TABLE MAGIC Multipurpose Laptop Table Mat Finish Top Work at Home Study Table (TM Regular- Black) (Alloy Steel),Computers&Accessories,LaptopAccessories,1399.0,2490.0,44,1091.0,4.3,11074.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Parul Walkey,Kirthivasan,Ashok.,Deepika,kavan,Mohan,Saikumar,Hari C.","Not sturdy enough but good.,Product looks good for the price,Good One,Good quality in this range....,Budget buy,Good,2 problems i noticed,Incorrect steps order"
"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories,USBCables,199.0,750.0,73,551.0,4.5,74976.0,Under ₹500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"Pravin Kumar,Maestrov,rag,Mukundha2good,Amazon_Shopper,Sonic,Pratap,Amazon Customer","Nice,good,Paisa vassol,Sturdy and long.,Good for the price and great quality.,Works as expected,Good,Good"
"GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, E-Reader, Fully Foldable, Adjustable Angle, Anti-Slip Pads, Black",Computers&Accessories,Stands,149.0,499.0,70,350.0,4.1,25607.0,Under ₹500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"Atul Modi,Akash gahlot,RAHUL RAMAN,Drashty N.,Dr. Gilbert Ignat,Soumitra Deb,Mohan,Mathivanan","Okay product in picture,Good for students,Nice product,Portability,Great product at this price,Just working,Nice,Good"
"boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue)",Electronics,BluetoothSpeakers,1799.0,4990.0,64,3191.0,4.2,41226.0,₹1000-2500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"VSMS,karthik,Latheesh Reddy,Mayank g.,Sachin Kushwaha,Rahmatullah,brahmas_bull,annaladasu jeevanababu","Sound Quality : Boat Stone 650 vs Nakamichi Speck vs Boat Stone 200,It's just a speaker with less sound,Okay to buy,Sound is not much loud in maximum volume,Boat rocks always,Excellent 👌,VFM PRODUCT BUT THERE'S MORE TO IT. READ ON!,Excellent sound quality, i like this speaker sooooooo much 👌👌👌"
"ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White)",HomeImprovement,Adapters&Multi-Outlets,425.0,999.0,57,574.0,4.0,2581.0,Under ₹500,Good (3.5-4.0),High (50-75%),High (1K-10K),"Ehsan Ul Haq,Abhishek rajput,Nishant Malik,ruhi a.,jasmitha,Sunil W.,B. Bibo,monyag","Material not worth,Stable for use,Overall product is good,Durable, travel friendly,Adapter,Useful product for international travellers,Doubtful for Durability and sturdiness,very good product"
"boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature(Black)",Electronics,OutdoorSpeakers,999.0,2490.0,60,1491.0,4.1,18331.0,₹500-1000,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"Meghana,Udit narayan gupta,R.sasikumr,Sweta Chopdar,Amazon Customer,Samisha Malik,Arhaan Khan,Pallab Das","Stone 180 is good as a portable speaker.,Good but not that much ok sound,Nice,Battery life,Poor battery life,Not have loud sound,Value for money...,Average"
"Portronics Ruffpad 8.5M Multicolor LCD Writing Pad with Screen 21.5cm (8.5-inch) for Drawing, Playing, Handwriting Gifts for Kids & Adults, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)",Computers&Accessories,GraphicTablets,378.0,999.0,62,621.0,4.1,1779.0,Under ₹500,Very Good (4.0-4.5),High (50-75%),High (1K-10K),"HIREN PARMAR,Yateesh Rajput,Bhubanananda senapati,Gaurav R.,Sumit Jain,Siddiq,Shreya Srivastava,Sharon M V","Average,Value for money product,Nice product,very nice product... screen should be little bit more bright,Product looks Good,Nice product, easy to use and perfect delivery,Overall nice,Good"
"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.",OfficeProducts,ColouredPaper,99.0,99.0,0,0.0,4.3,388.0,Under ₹500,Very Good (4.0-4.5),,Medium (100-1K),"kashif,sezhian,Dinesh K.,Jenifer,Harsh,suresh,Madhu,Amazon Customer","Good,Heads up,Good product,Bright in color  good product 👍🏻,Nice dark colors...,black  and dark blue paper not supplied  as it should be also there making it 4x12,Quality is too good,Nice bright colour"
Cuzor 12V Mini ups for WiFi Router | Power Backup up to 4 Hours | Replaceable Battery | Ups for Wi-Fi Router and Modem | Ups for Router up to 2A | ups for uninterrupted wi-fi,Computers&Accessories,Routers,1499.0,2999.0,50,1500.0,4.5,8656.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Subramanian M,krupasindhu,Amazon Customer,Arun,Siva sbs,Johny Depp,Abhishek Kumar Singh,Mr. G","Cute one,Received today and installed.Observing performance.,Provides 1-30 to 2 hours backup,Perfect modem and router UPS,Nice product with some drawbacks,Shandaar Jabardast Zindaabad,As expected,Excellent product for apartments with DG backup."
Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),Computers&Accessories,InternalSolidStateDrives,1815.0,3100.0,41,1285.0,4.5,92925.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Shaikh Faisal,SISODIYA NANUBHAI,Aaryan Jagtap,Mr. Saddi,Arul,SOURAV DAS,Tejas,Bithika Paul","Absolutely worth the price,Best product on low value, definitely gofor this,Works the way it says,Economical. Very light. Quite sleak. No good robust packing.,Good one!,The Best,As expected quality from a company like crucial. 4.5 Star Rating,Best in class ssd"
"Classmate Pulse Spiral Notebook - 240 mm x 180 mm, Soft Cover, 200 Pages, Unruled",OfficeProducts,CompositionNotebooks,67.0,75.0,11,8.0,4.1,1269.0,Under ₹500,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"Nafisa Nehar,Narinder K.,Mayank,Harsh Raj,Dr.G.K.H.KRISH,Soumava Chakraborty,Sahid,RAJU ACHARJEE","it's nice. simple and easy.,It's good but I ordered avengers printing I got other one,Not A4 size,Nice product but not value for money,Money not wasted.,Good For Day-To-Day use,medium size notebook,Good for note"
Portronics My buddy plus Adjustable Laptop cooling Table (Brown),Computers&Accessories,Lapdesks,1889.0,2699.0,30,810.0,4.3,17394.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Nayeem ur rehman,Selvam_saravanan_reebok,Kriss G.,Amazon Customer,Subbu,Pranav,Victoria,Shashank Khandelwal","Nice Product,Good one,Nice to have!,5 star (i gave 4 btw) just 1 con and its huge for me,Good table to work from bed,Laptop Table.,Best stand available,Like it"
"ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Call Function & Magnetic Earpiece, with mic (Metallic Blue)",Electronics,In-Ear,499.0,1499.0,67,1000.0,3.6,9169.0,Under ₹500,Good (3.5-4.0),High (50-75%),High (1K-10K),"Vibhor sharma,Eshaan tripathi,Arun R,Vikrant Khatri,Mahir,JASVINDAR SINGH,Mahaboobsaheb s.,aasim khan","Best at this price range.,Value for money,Value for money,Little bit compromise with make & connectivity, rest all perfect 👌,Nice,Nice,Good,Good product"
"INOVERA World Map Extended Anti Slip Rubber Gaming Stitched Mouse Pad Desk Mat for Computer Laptop (Black, 900L x 400B x 2H mm)",Computers&Accessories,MousePads,499.0,999.0,50,500.0,4.4,1030.0,Under ₹500,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"f1rstmehul,Kalyani Ramasubbu,sourin roy,Sujit,Milan Bhanderi,Shivam Agarwal,Manav,Karthik","nice design.,Worth the buy,Pretty good,Nice product.,Jordaar,The product is an averagely good product,Good enough,Awesome"
"Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000400)",Computers&Accessories,ExternalHardDisks,5799.0,7999.0,28,2200.0,4.5,50273.0,Above ₹5000,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Amazon Customer,Jayesh B.,Sunil,Kaling246,biswaboka,prabhakar,Shekhar saini,Mohsin chouhan","sometimes writes are little slow, otherwise fine,great product,Worth 100%,The only thing I was being deprived of was it's color.Instead of blue,I got a grey one.,Good product,Good product,Not with password and mailio softwares  this product not work properly,In the what u expect go for it ...."
"ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX, USB and Volume Control (Black)",Electronics,MultimediaSpeakerSystems,499.0,799.0,38,300.0,3.9,6742.0,Under ₹500,Good (3.5-4.0),Medium (25-50%),High (1K-10K),"Asraful,Sagar prajapati,Mahesh Kumar Tiwari,Amazon Customer,Manav bhanderi,Tarun,Yallaling Maruthi,Rahnuma","Thik thak he,wired,Sound boss,cheap and best temporary speakers,So loud,Bass,BEST QUALITY SPEAKER,Very nice"
"TVARA LCD Writing Tablet 8.5 Inch E-Note Pad LCD Writing Tablet, Kids Drawing Pad 8.5 Inch Doodle Board, Toddler Boy and Girl Learning Gift for 3 4 5 6 Years Old, Black",Computers&Accessories,GraphicTablets,249.0,600.0,59,351.0,4.0,1208.0,Under ₹500,Good (3.5-4.0),High (50-75%),High (1K-10K),"Uthiranathan,Scuba_3d,Amazon Customer,archana,Nithin,Annie Thomas,ziya malik,Surendra verma","Product is good,Lots of fun for the price,Good to use,Handy,Concept is good,Lightweight,Good for children,a best device for your child to make them intrested to study and practice."
"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories,USBCables,179.0,499.0,64,320.0,4.0,1933.0,Under ₹500,Good (3.5-4.0),High (50-75%),High (1K-10K),"Rishabh,Amazon Customer,Darpan chauhan,Kumar Ketan,Amazon Customer,jayaprathap,Nirmal,Mihul pandey","Good product,Good for charging, bad for data transfer,Wait  to get mexmum discount.,The cable quality is best and charging pin is at right position to stand 👍🏻,So far super,Good,Good but issues with design,Maine ₹99 me liya hai offer me or ye worth hai."
"Western Digital WD 1.5TB Elements Portable Hard Disk Drive, USB 3.0, Compatible with PC, PS4 and Xbox, External HDD (WDBU6Y0015BBK-WESN)",Computers&Accessories,ExternalHardDisks,4449.0,5734.0,22,1285.0,4.4,25006.0,₹2500-5000,Very Good (4.0-4.5),Low (0-25%),Very High (10K+),"Mastercard,Krupal Gajjar,Sanket,lional,Atteng Eric,Deepu prasad,swetha,Abinash J.","Good for my work,Worth it,Hard disc is not detecting,Good hdd with a 1.5 tb storage.....really cool and fast,Faster data transfer,Nice,Reasonable price,Sleek design"
Redgear MP35 Speed-Type Gaming Mousepad (Black/Red),Computers&Accessories,Gamepads,299.0,550.0,46,251.0,4.6,33434.0,Under ₹500,Excellent (4.5-5.0),Medium (25-50%),Very High (10K+),"Jayaprakash,Keshav Rana,Mohit prime,Aman singh,Yogesh K.,Ngiantseng Thowmung,Akshaya Rao,Dinesh jumani","Good product,Good quality,Good,Great mouse pad,Good worth the money.,Works flawlessly for many years,Nice mouse pad,Quality"
"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293",Computers&Accessories,Mice,629.0,1390.0,55,761.0,4.4,6301.0,₹500-1000,Very Good (4.0-4.5),High (50-75%),High (1K-10K),"abhilash n.,Tk,Mayur,Ajay,himanshu kumar,Harikumar,Raja,Syammie","Not to the mark.,Ok.,Good Product,Good but lack some features,Best quility,Nice,Good for money,Just as expected."
"Logitech K480 Wireless Multi-Device Keyboard for Windows, macOS, iPadOS, Android or Chrome OS, Bluetooth, Compact, Compatible with PC, Mac, Laptop, Smartphone, Tablet - Black",Computers&Accessories,Keyboards,2595.0,3295.0,21,700.0,4.4,22618.0,₹2500-5000,Very Good (4.0-4.5),Low (0-25%),Very High (10K+),"Nikhil M.,Quader,Amith Bipin,Preet Shah,gaurav bagde,Anubhav S.,nirmal,ABDUL BASITH","Very very very good in terms of ergonomic,Good keyboard but have some cons,Good For Daily Use,Easy to use, hard to carry,nice,Excellent, Durable and connects to any gadgets including IPhone,Not suitable for all,Absolute Rubbish -> Moderately Good Product"
"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories,USBCables,389.0,1099.0,65,710.0,4.3,974.0,Under ₹500,Very Good (4.0-4.5),High (50-75%),Medium (100-1K),"Pratyush Pahuja,Thiyagarajan,yeses,Amazon Customer,Ajinkya,The Scarred Man,KULDEEP GUPTA,Abhishek Thapar","Great Cable, Charging Speeds Could Be Better,Good,A good cable.,One of the best type c cable,Works as intended.,A good buy. The extra length helps a lot.,Good,Ok"
"RESONATE RouterUPS CRU12V2A | Zero Drop | UPS for WiFi Router | Mini UPS | Up to 4 Hours PowerBackup | Battery Replacement Program | Router UPS Compatible with 12V <2A Routers, FTTH, Modem, Set Top Box, Alexa, Mini Camera",Computers&Accessories,Routers,1799.0,2911.0,38,1112.0,4.3,20342.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"JAYASHANKAR VB,SHAHABAAZ SHEIKH,Ranjan,Nilanjan,Mohd Aniz Bijal,Srikanth Bhattu,Saif Shaikh,Govind R","12V2A RouterUPS,Decent Product,Product quality,Effective and functional,Works with jio 12v 2.5A,Good product but not supported for my Wifi,Amazing product very helpful at times off power cut.,Good one to buy"
"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and organizing",OfficeProducts,Notepads&MemoBooks,90.0,175.0,49,85.0,4.4,7429.0,Under ₹500,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Deepak kumar,Ahsan Shaikh,Karan Khanna,Sagar Nemade,Fazeela Fazzii..,Manoj,Sujoy Singha 93,Mani","Adhesion,Good product,Does not stick,Nice sticky note,good,Not up to the mark,Worth to sticky,GREAT...."
OFIXO Multi-Purpose Laptop Table/Study Table/Bed Table/Foldable and Portable Wooden/Writing Desk (Wooden),Computers&Accessories,Lapdesks,599.0,599.0,0,0.0,4.0,26423.0,₹500-1000,Good (3.5-4.0),,Very High (10K+),"Sonubhai,Sujili v,Mohammad Maqsood,Mohammed Jafir Ashraf,Asirvatha ravi,saif khan,Jeni,prolay","Value for money,Good,Everything is good but prize is higher side,It's good product, easy to use, but not for kids,Very good,Good product at this price,Very good product in very cheap price,good product,  i am satisfied"
"Fire-Boltt Ninja Calling 1.69"" Bluetooth Calling Smart Watch, Dial Pad, Speaker, AI Voice Assistant with 450 NITS Peak Brightness, Wrist Gaming & 100+ Watch Faces with SpO2, HR, Multiple Sports Mode",Electronics,SmartWatches,1999.0,7999.0,75,6000.0,4.2,31305.0,₹1000-2500,Very Good (4.0-4.5),High (50-75%),Very High (10K+),"siddhi kamat,Reshma Sagar,Mahima singh,Sayantan,Akash Tyagi,Prerna Hazarika,Benjamin,Abhishek kumar shah","Value for money Product,Watch start button,VALUE FOR MONEY,Budget smartwatch,Watch is good,Good watch.Lekin jab recive Kia,watch on tha.Alarm pm me set nhi hota hai,Only am me hota he,Good watch,Amazing watch amazing colour! Just bought yesterday, will share feedback again after the usage."
"Airtel AMF-311WW Data Card (Black), 4g Hotspot Support with 2300 Mah Battery",Computers&Accessories,DataCards&Dongles,2099.0,3250.0,35,1151.0,3.8,11213.0,₹1000-2500,Good (3.5-4.0),Medium (25-50%),Very High (10K+),"Sancha Bir Subba,K.R.Kotian,MANASH,M.Suresh,Amazon Customer,Pratik B.,Velu_Vadeo,Sudipta Dhar","Missing Cable, User Manual and Weak Network,Good,Nice,Home use product only,Good,Not usable for office work,Easy to use.,Bad experience"
